Player Id,Name,Birth Year,Age,Team,Position,year,Weekly Salary,Base Salary,ADJ Salary,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,SpG,KeyP,Drb_Off,Fouled,Off,Disp,UnsTch,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_Def,Blocks,AvgP,PS%,Age Lev
71174,Ander Herrera,1989,25,Man Utd,Midfielder,2014,115000.0,5980000.0,7203510.0,26.0,1877.0,6.0,6.0,4.0,2.04,2.04,2.12,11.65,8.67,0.1,0.1,0.1,0.2,0.2,0.56,0.42,1.4230769230769231,1.0,1.0,1.5,0.0769230769230769,0.9615384615384616,0.5384615384615384,73.31153846153849,2.8076923076923075,1.9615384615384608,1.1538461538461535,0.0,0.8461538461538461,1.0769230769230769,0.3076923076923077,59.76923076923077,89.1891891891892,25
8484,Curtis Davies,1985,29,Hull,Defender,2014,24000.0,1248000.0,1503341.0,21.0,1823.0,0.0,0.0,0.0,1.42,1.42,0.14,1.89,1.39,0.07,0.07,0.01,0.08,0.08,0.09,0.07,0.5714285714285714,0.0952380952380952,0.238095238095238,0.4761904761904761,0.0,0.0952380952380952,0.2857142857142857,73.24761904761904,1.6666666666666667,3.142857142857143,0.6666666666666666,0.3809523809523809,9.952380952380953,0.7619047619047619,0.8571428571428571,26.80952380952381,85.61278863232683,29
12267,Aleksandar Kolarov,1986,28,Man City,Defender,2014,59462.0,3092000.0,3724624.0,21.0,1483.0,2.0,2.0,3.0,1.06,1.06,1.74,6.38,5.42,0.06,0.06,0.11,0.17,0.17,0.39,0.33,1.2857142857142858,1.0952380952380951,0.6666666666666666,0.9047619047619048,0.0952380952380952,0.5714285714285714,0.4761904761904761,73.20476190476188,1.8571428571428568,2.0,1.0952380952380951,0.0476190476190476,1.5238095238095235,0.7142857142857143,0.238095238095238,38.71428571428572,80.56580565805658,28
2366,Jussi Jaaskelainen,1975,39,West Ham,Goalkeeper,2014,20000.0,1040000.0,1252784.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,46.15384615384615,32<
83532,Harry Kane,1993,21,Tottenham,Forward,2014,50000.0,2600000.0,3131961.0,34.0,2589.0,21.0,19.0,4.0,17.16,14.87,3.92,16.49,5.55,0.6,0.52,0.14,0.73,0.65,0.57,0.19,3.294117647058824,0.7941176470588235,1.4705882352941178,1.2941176470588236,1.0,2.823529411764706,2.117647058823529,72.80882352941175,1.0294117647058822,0.5,0.9705882352941176,0.0,0.6176470588235294,0.5294117647058824,0.1176470588235294,25.38235294117647,75.20278099652376,21
23383,Andy Carroll,1989,25,West Ham,Forward,2014,70000.0,3640000.0,4384745.0,14.0,1032.0,5.0,5.0,1.0,3.69,3.69,0.77,3.29,0.47,0.32,0.32,0.07,0.39,0.39,0.29,0.04,2.642857142857143,0.7857142857142857,0.0714285714285714,1.3571428571428572,0.0714285714285714,1.5,1.7142857142857142,72.79285714285714,0.5,0.5,1.7857142857142858,0.0,1.8571428571428568,0.6428571428571429,0.0,26.071428571428573,61.09589041095891,25
3859,Wayne Rooney,1986,28,Man Utd,Forward,2014,235000.0,12220000.0,14720217.0,33.0,2887.0,12.0,11.0,5.0,8.9,7.38,3.98,15.44,7.3,0.28,0.23,0.12,0.4,0.35,0.48,0.23,2.393939393939394,1.3636363636363635,1.1515151515151516,0.7272727272727273,0.4242424242424242,1.878787878787879,1.303030303030303,72.76060606060605,1.0909090909090908,0.8787878787878788,1.0909090909090908,0.0303030303030303,1.3636363636363635,0.7272727272727273,0.1212121212121212,50.333333333333336,84.70800722456352,28
97692,Raheem Sterling,1995,19,Liverpool,Forward,2014,35000.0,1820000.0,2192373.0,35.0,3059.0,7.0,7.0,7.0,8.79,8.79,6.04,18.2,5.5,0.26,0.26,0.18,0.44,0.44,0.54,0.16,2.4,2.142857142857143,2.942857142857143,2.685714285714285,0.4571428571428571,2.171428571428572,2.342857142857143,72.73428571428569,1.0571428571428572,0.4857142857142857,1.2857142857142858,0.0,0.3714285714285714,0.4285714285714285,0.0571428571428571,32.371428571428574,81.11209179170345,<21
35174,Leroy Fer,1990,24,QPR,Midfielder,2014,40000.0,2080000.0,2505569.0,29.0,2375.0,6.0,6.0,2.0,5.12,5.12,3.59,10.68,4.39,0.19,0.19,0.14,0.33,0.33,0.4,0.17,1.862068965517241,1.6551724137931034,2.034482758620689,1.793103448275862,0.0344827586206896,1.827586206896552,1.4482758620689655,72.72068965517241,2.0689655172413794,1.0344827586206895,1.103448275862069,0.0344827586206896,0.896551724137931,0.8620689655172413,0.1034482758620689,34.93103448275862,79.86179664363277,24
6105,Phil Jagielka,1982,32,Everton,Defender,2014,50000.0,2600000.0,3131961.0,37.0,3295.0,4.0,4.0,0.0,2.39,2.39,0.07,7.11,7.0,0.07,0.07,0.0,0.07,0.07,0.19,0.19,0.4054054054054054,0.054054054054054,0.2162162162162162,0.8918918918918919,0.0,0.3243243243243243,0.3783783783783784,72.69189189189188,1.3783783783783785,1.5405405405405406,0.5135135135135135,0.6216216216216216,10.027027027027026,0.4054054054054054,1.054054054054054,53.08108108108108,87.5254582484725,32
12414,Jason Shackell,1984,30,Burnley,Defender,2014,17000.0,884000.0,1064867.0,38.0,3346.0,0.0,0.0,0.0,0.81,0.81,0.44,3.61,3.35,0.02,0.02,0.01,0.03,0.03,0.1,0.09,0.2368421052631578,0.2368421052631578,0.0526315789473684,1.263157894736842,0.0,0.0789473684210526,0.2368421052631578,72.62631578947372,0.5789473684210527,1.3157894736842106,0.6052631578947368,0.8157894736842105,11.5,0.2368421052631578,1.368421052631579,32.71052631578947,77.79565567176186,30
8222,Leighton Baines,1985,29,Everton,Defender,2014,70000.0,3640000.0,4384745.0,31.0,2775.0,2.0,0.0,9.0,2.97,0.69,6.35,9.68,6.83,0.1,0.02,0.21,0.3,0.23,0.31,0.22,0.7096774193548387,2.2580645161290325,0.9032258064516128,1.5806451612903225,0.2258064516129032,0.5161290322580645,0.5483870967741935,72.62258064516129,1.7096774193548387,1.4516129032258065,0.7096774193548387,0.1612903225806451,2.838709677419355,0.4838709677419355,0.2258064516129032,49.064516129032256,83.95792241946089,29
70050,Marcos Rojo,1990,24,Man Utd,Defender,2014,110000.0,5720000.0,6890314.0,22.0,1767.0,0.0,0.0,0.0,1.53,1.53,0.34,5.8,5.48,0.08,0.08,0.02,0.1,0.1,0.3,0.28,0.7272727272727273,0.4545454545454545,0.3181818181818182,0.1818181818181818,0.0454545454545454,0.1818181818181818,0.2272727272727272,72.61363636363637,2.409090909090909,2.5454545454545454,1.0909090909090908,0.4090909090909091,6.2727272727272725,0.5454545454545454,0.3181818181818182,60.18181818181818,85.49848942598187,24
15338,Branislav Ivanovic,1984,30,Chelsea,Defender,2014,80000.0,4160000.0,5011138.0,38.0,3420.0,4.0,4.0,5.0,4.37,4.37,5.32,17.02,11.98,0.12,0.12,0.14,0.25,0.25,0.45,0.32,1.1578947368421053,0.9210526315789472,0.7631578947368421,0.6842105263157895,0.1052631578947368,0.631578947368421,0.5526315789473685,72.52894736842103,2.3421052631578947,0.9736842105263158,1.105263157894737,0.0789473684210526,3.5789473684210527,0.4210526315789473,0.1052631578947368,39.526315789473685,81.22503328894807,30
11367,Mathieu Debuchy,1985,29,Arsenal,Defender,2014,70000.0,3640000.0,4384745.0,10.0,811.0,1.0,1.0,0.0,0.82,0.82,0.4,3.0,2.84,0.09,0.09,0.04,0.14,0.14,0.33,0.32,0.8,0.2,0.6,1.0,0.4,0.4,1.2,72.39,2.6,1.7,1.5,0.2,5.1,0.7,0.6,36.9,79.67479674796748,29
25931,Cesar Azpilicueta,1989,25,Chelsea,Defender,2014,80000.0,4160000.0,5011138.0,29.0,2483.0,0.0,0.0,3.0,0.25,0.25,1.31,10.02,9.23,0.01,0.01,0.05,0.06,0.06,0.36,0.33,0.2413793103448276,0.5862068965517241,0.2758620689655172,0.4827586206896552,0.0,0.1724137931034483,0.4827586206896552,72.38965517241381,2.9655172413793105,2.0,0.6551724137931034,0.1379310344827586,3.0689655172413794,1.0689655172413792,0.4482758620689655,44.86206896551724,83.55111452728671,25
8166,Ashley Young,1985,29,Man Utd,Defender,2014,120000.0,6240000.0,7516706.0,26.0,2076.0,2.0,2.0,5.0,2.51,2.51,4.12,7.87,3.89,0.11,0.11,0.18,0.29,0.29,0.34,0.17,1.1153846153846154,1.3076923076923077,1.4615384615384617,1.0384615384615383,0.0769230769230769,0.6153846153846154,0.8846153846153846,72.33076923076922,1.7307692307692308,1.5384615384615383,0.9230769230769232,0.1538461538461538,1.0384615384615383,0.3461538461538461,0.1153846153846153,33.38461538461539,80.87557603686636,29
18296,Antonio Valencia,1985,29,Man Utd,Defender,2014,85000.0,4420000.0,5324334.0,32.0,2588.0,0.0,0.0,2.0,0.22,0.22,2.21,10.77,9.07,0.01,0.01,0.08,0.08,0.08,0.37,0.32,0.1875,0.8125,1.3125,0.71875,0.09375,0.34375,0.5625,72.328125,2.96875,1.78125,1.1875,0.15625,1.5625,0.5625,0.21875,52.34375,89.49253731343283,29
24444,Olivier Giroud,1987,27,Arsenal,Forward,2014,90000.0,4680000.0,5637530.0,27.0,1871.0,14.0,14.0,3.0,8.85,8.85,3.86,13.64,4.13,0.43,0.43,0.19,0.61,0.61,0.66,0.2,2.592592592592593,1.0740740740740742,0.2592592592592592,1.0740740740740742,0.4814814814814814,1.851851851851852,1.9259259259259256,72.30740740740741,1.0,0.2222222222222222,1.4444444444444444,0.037037037037037,0.8148148148148148,0.5555555555555556,0.074074074074074,28.33333333333333,67.7124183006536,27
24711,Danny Rose,1990,24,Tottenham,Defender,2014,30000.0,1560000.0,1879177.0,28.0,2386.0,3.0,3.0,4.0,1.67,1.67,2.91,10.74,7.36,0.06,0.06,0.11,0.17,0.17,0.41,0.28,0.8571428571428571,0.9642857142857144,0.8571428571428571,1.821428571428572,0.1428571428571428,0.8928571428571429,0.9642857142857144,72.29642857142856,2.821428571428572,2.2142857142857144,1.75,0.1785714285714285,2.6785714285714284,0.6428571428571429,0.3214285714285714,39.392857142857146,78.5131459655485,24
8408,Ashley Williams,1984,30,Swansea,Defender,2014,25000.0,1300000.0,1565980.0,37.0,3330.0,0.0,0.0,0.0,0.4,0.4,0.15,6.92,6.74,0.01,0.01,0.0,0.01,0.01,0.19,0.18,0.1891891891891892,0.1621621621621621,0.1081081081081081,0.3243243243243243,0.054054054054054,0.1081081081081081,0.1891891891891892,72.27837837837838,1.162162162162162,2.756756756756757,0.7837837837837838,0.4864864864864865,10.027027027027026,0.5135135135135135,1.0810810810810811,48.972972972972975,85.37527593818984,30
14244,Pablo Zabaleta,1985,29,Man City,Defender,2014,110000.0,5720000.0,6890314.0,29.0,2590.0,1.0,1.0,4.0,1.36,1.36,3.76,17.0,14.82,0.05,0.05,0.13,0.18,0.18,0.59,0.52,0.4137931034482758,0.896551724137931,0.2068965517241379,0.4827586206896552,0.0344827586206896,0.5862068965517241,0.6896551724137931,72.25862068965517,3.655172413793104,1.9655172413793105,1.0344827586206895,0.2413793103448276,2.896551724137931,1.3793103448275863,0.2413793103448276,49.89655172413793,85.34899792674499,29
71268,Sebastian Coates,1991,23,Sunderland,Defender,2014,33000.0,1716000.0,2067094.0,10.0,821.0,0.0,0.0,0.0,0.37,0.37,0.06,1.12,1.11,0.04,0.04,0.01,0.05,0.05,0.12,0.12,0.7,0.2,0.5,0.7,0.0,0.0,0.4,72.2,2.7,3.3,0.9,0.4,5.0,1.4,1.0,24.0,69.58333333333333,23
73063,Craig Dawson,1990,24,WBA,Defender,2014,25000.0,1300000.0,1565980.0,29.0,2593.0,2.0,2.0,0.0,1.77,1.77,0.31,3.12,2.87,0.06,0.06,0.01,0.07,0.07,0.11,0.1,0.5517241379310345,0.1724137931034483,0.2413793103448276,0.7931034482758621,0.0344827586206896,0.2413793103448276,0.3103448275862069,72.1758620689655,1.793103448275862,1.793103448275862,0.8275862068965517,0.4827586206896552,6.413793103448276,0.5862068965517241,1.0,34.758620689655174,73.4126984126984,24
19840,Martin Skrtel,1985,29,Liverpool,Defender,2014,70000.0,3640000.0,4384745.0,33.0,2970.0,1.0,1.0,0.0,1.0,1.0,0.44,6.89,6.73,0.03,0.03,0.01,0.04,0.04,0.21,0.2,0.5757575757575758,0.1515151515151515,0.0909090909090909,0.5151515151515151,0.0606060606060606,0.2121212121212121,0.1515151515151515,72.13636363636365,1.1515151515151516,1.6666666666666667,0.7272727272727273,0.6666666666666666,9.454545454545457,0.303030303030303,1.2121212121212122,52.333333333333336,90.04053271569195,29
8148,James Collins,1983,31,West Ham,Defender,2014,35000.0,1820000.0,2192373.0,27.0,1870.0,0.0,0.0,0.0,1.04,1.04,0.3,4.84,3.98,0.05,0.05,0.01,0.06,0.06,0.23,0.19,0.3333333333333333,0.1851851851851851,0.0,0.2962962962962963,0.0,0.1111111111111111,0.2592592592592592,72.12592592592591,1.4074074074074074,2.037037037037037,0.6666666666666666,0.5925925925925926,10.666666666666666,0.7777777777777778,1.1111111111111112,20.59259259259259,64.92805755395683,31
41065,Oscar,1992,22,Chelsea,Midfielder,2014,150000.0,7800000.0,9395883.0,28.0,2072.0,6.0,6.0,8.0,6.54,6.54,5.22,15.8,7.15,0.28,0.28,0.23,0.51,0.51,0.69,0.31,2.571428571428572,1.3214285714285714,0.6428571428571429,0.7857142857142857,0.1428571428571428,1.4642857142857142,1.1071428571428572,72.05,1.8571428571428568,0.4642857142857143,1.25,0.0357142857142857,1.1071428571428572,1.3214285714285714,0.0714285714285714,46.142857142857146,82.58513931888545,22
19859,Jose Fonte,1984,30,Southampton,Defender,2014,34000.0,1768000.0,2129733.0,37.0,3330.0,0.0,0.0,1.0,1.33,1.33,1.24,7.3,7.12,0.04,0.04,0.03,0.07,0.07,0.2,0.19,0.6216216216216216,0.2972972972972973,0.1081081081081081,0.3513513513513513,0.0,0.2432432432432432,0.2972972972972973,72.04324324324327,2.108108108108108,3.216216216216216,0.7567567567567568,0.4594594594594595,5.45945945945946,0.4324324324324324,0.5945945945945946,52.891891891891895,83.54624425140521,30
8157,Wes Morgan,1984,30,Leicester,Defender,2014,17500.0,910000.0,1096186.0,37.0,3293.0,2.0,2.0,2.0,2.28,2.28,0.92,2.87,2.13,0.06,0.06,0.03,0.09,0.09,0.08,0.06,0.6756756756756757,0.1621621621621621,0.4594594594594595,0.3513513513513513,0.0,0.1891891891891892,0.4594594594594595,71.96486486486486,1.5135135135135136,2.5675675675675675,0.7837837837837838,0.945945945945946,6.891891891891892,0.081081081081081,1.2972972972972974,24.67567567567568,76.56078860898138,30
